example_measurement0,example_tag,0.9194094892055672,0.05073417601741061,1.2013533604724205,1641024000
example_measurement1,example_tag,0.9139814660335274,1.5488828975747972,0.7524849846803872,1641024010
example_measurement0,example_tag,0.5024657083573749,1.8247853569136585,1.087618336275261,1641024020
example_measurement0,example_tag,0.2625667485223482,2.138683639223958,3.6747115256879725,1641024030
example_measurement1,example_tag,3.596218255644606,4.157271798582271,4.338935150122782,1641024040
example_measurement2,example_tag,3.8957685108510414,5.196379972745648,5.264107211222985,1641024050
example_measurement0,example_tag,6.366332014540058,4.955410618092208,8.051173442857444,1641024060
example_measurement1,example_tag,7.585662000172382,6.204106957604321,7.72023248815568,1641024070
example_measurement0,example_tag,8.795026094424845,7.625561681156779,8.134048196554623,1641024080
example_measurement0,example_tag,10.202054862199706,10.32243076313005,9.983158730378308,1641024090
example_measurement2,example_tag,11.625478331744747,9.254653873215029,10.42453697225223,1641024100
example_measurement1,example_tag,11.077173937713056,10.122718481081812,10.132212777127075,1641024110
example_measurement2,example_tag,13.105277875769355,12.682905658976425,14.403292558646708,1641024120
example_measurement2,example_tag,13.263998468757274,12.912817314460105,13.290534677939439,1641024130
example_measurement0,example_tag,14.436612771168809,14.03822164007537,15.490077000145325,1641024140
example_measurement2,example_tag,17.59779071108889,15.99338557855278,14.892663426752684,1641024150
example_measurement0,example_tag,16.49233655593665,15.319321858991113,15.91549197259537,1641024160
example_measurement2,example_tag,16.702638117226495,16.908620950568043,18.3990099849444,1641024170
example_measurement1,example_tag,17.75213581323402,16.67157533955531,18.165363152525178,1641024180
example_measurement0,example_tag,19.027544359809657,18.091326170118318,18.258281487766556,1641024190
example_measurement2,example_tag,19.72090227845671,21.622849085954,20.013352676347175,1641024200
example_measurement1,example_tag,20.305306404712773,20.055283437678757,22.078191393030405,1641024210
example_measurement1,example_tag,22.07525438539206,21.619514211208507,21.631249623133208,1641024220
example_measurement1,example_tag,24.065617393542563,23.15352249435867,23.109390360506985,1641024230
example_measurement0,example_tag,23.694826800529544,25.825773782468147,23.63780613982358,1641024240
example_measurement2,example_tag,24.79842333032191,25.28267571224842,24.17390256815268,1641024250
example_measurement2,example_tag,25.17040417924034,23.756394954043746,26.411349989442154,1641024260
example_measurement0,example_tag,27.236717913751775,27.51847814208362,28.053993919597552,1641024270
example_measurement2,example_tag,27.00298020447032,27.893206013220777,29.451429260590935,1641024280
example_measurement1,example_tag,28.38196315231842,29.05044953726221,29.28497960088749,1641024290
example_measurement0,example_tag,31.404347485520674,29.879578051517704,30.832228148358706,1641024300
example_measurement1,example_tag,30.79927237344667,30.69721413533265,31.100600726926235,1641024310
example_measurement1,example_tag,31.89000850983639,32.008548945436026,31.831801160255285,1641024320
example_measurement1,example_tag,32.82581965569201,33.49890115428344,33.85982704075825,1641024330
example_measurement2,example_tag,34.430095327733746,34.24358154944176,32.53640295090034,1641024340
example_measurement2,example_tag,34.42002275712599,34.63835406137478,35.32007901592359,1641024350
example_measurement1,example_tag,37.03925753140413,37.79394178116801,36.00781353710584,1641024360
example_measurement1,example_tag,38.43097931186944,36.76356304818702,37.72781349999965,1641024370
example_measurement2,example_tag,37.51759824874359,38.849752525441104,40.177380967072914,1641024380
example_measurement1,example_tag,38.77249496857643,36.96926393456202,39.25734276561084,1641024390
example_measurement2,example_tag,40.03976000316766,41.01078916561098,40.57665030833031,1641024400
example_measurement0,example_tag,40.646874352380976,41.72439060872168,40.694309422860684,1641024410
example_measurement1,example_tag,42.179732555505865,40.03738700276293,41.857630801796894,1641024420
example_measurement1,example_tag,43.8062998557643,43.18480813350355,43.960777378146865,1641024430
example_measurement0,example_tag,43.8840148145276,43.82454103133825,43.0660853443735,1641024440
example_measurement2,example_tag,44.4669796739164,46.25297678895001,44.657740797165395,1641024450
example_measurement2,example_tag,44.800399414776415,45.7859423540442,45.9405319598364,1641024460
example_measurement2,example_tag,48.04663156729144,46.96463207512129,49.11060505360071,1641024470
example_measurement0,example_tag,48.2710001138734,46.753449552911874,48.33942709851173,1641024480
example_measurement1,example_tag,49.067296978055005,49.63319986141785,50.31768580244453,1641024490
