example_tag,0.6891560807888337,-1.1562846504146014,NULL,1641024000
example_tag,-0.4470401853518545,-0.5059038995507549,NULL,1641024010
example_tag,NULL,0.2397743563736719,0.4112467385701634,1641024020
example_tag,-0.21091815178830953,NULL,NULL,1641024030
example_tag,0.16559883557016264,NULL,1.8422297384312394,1641024040
example_tag,NULL,NULL,1.4018767855304965,1641024060
example_tag,-0.8127125180622059,2.273191925850928,1.2128944827198245,1641024070
example_tag,1.5234623419335025,2.4447410527690416,NULL,1641024080
example_tag,NULL,2.675640879062636,2.1369231269676443,1641024100
example_tag,1.4552213034491615,1.4113053494548584,2.186858548614941,1641024110
example_tag,2.613190783675845,NULL,2.1970729294100533,1641024120
example_tag,1.861820082648451,2.7635470840500607,NULL,1641024130
example_tag,NULL,2.5267311475143654,3.4990672714989093,1641024140
example_tag,NULL,3.0638099812487325,NULL,1641024150
example_tag,3.553747139867883,NULL,4.23910198428547,1641024160
example_tag,NULL,4.599107576961013,4.526365195766771,1641024170
example_tag,3.766852744739474,7.1606211026283475,2.3337643895357725,1641024180
example_tag,3.0725809783435345,NULL,3.8842616860353485,1641024190
example_tag,3.0792849526793935,3.789152155473325,NULL,1641024200
example_tag,NULL,3.2258178807003643,NULL,1641024220
example_tag,NULL,NULL,3.448688661704608,1641024230
example_tag,NULL,NULL,3.702732231794398,1641024240
example_tag,NULL,5.425321095223512,5.401977776257488,1641024250
example_tag,5.883918960577266,6.794631213765102,NULL,1641024270
example_tag,4.751827952652186,4.859302418330262,5.76133505171751,1641024280
example_tag,6.7943876858653685,NULL,NULL,1641024290
example_tag,NULL,7.745096079496542,NULL,1641024310
example_tag,5.71722718084018,NULL,7.040616209124913,1641024330
example_tag,NULL,NULL,6.608826800416848,1641024340
example_tag,NULL,7.025415879122196,NULL,1641024350
example_tag,7.274705148280325,NULL,9.004009402803176,1641024360
example_tag,6.827190549477726,NULL,8.077025288824444,1641024370
example_tag,9.173754342267674,NULL,NULL,1641024390
example_tag,7.658852841866695,6.224699815655626,8.278014015620084,1641024400
example_tag,7.737755159576266,8.319864897009724,7.393428720872029,1641024410
example_tag,NULL,6.421448902305765,7.896371779841804,1641024420
example_tag,NULL,8.187106267008469,NULL,1641024430
example_tag,NULL,9.303887102341895,9.590581599951864,1641024440
example_tag,9.834560407854006,9.091414016311786,9.604360200325907,1641024450
example_tag,8.68692925801808,NULL,10.190982843870563,1641024460
example_tag,NULL,NULL,10.762504631496792,1641024480
example_tag,9.76211926218401,9.053948661193301,9.643727389764955,1641024490
example_tag,11.503866087046614,NULL,8.1926492700509,1641024500
example_tag,12.83303107247344,10.714275264329906,NULL,1641024510
example_tag,NULL,NULL,12.043289435445622,1641024520
example_tag,NULL,NULL,9.34867641167502,1641024530
example_tag,NULL,9.818130379680508,10.811889930531434,1641024540
example_tag,NULL,NULL,11.503228402430874,1641024550
example_tag,NULL,NULL,12.310480568023316,1641024560
example_tag,NULL,NULL,12.12190618150253,1641024570
example_tag,13.163964367027578,10.387886251341396,NULL,1641024580
example_tag,NULL,10.113917692926229,12.87436193680611,1641024590
example_tag,10.829470622299478,12.582962071997446,12.448507777911688,1641024600
example_tag,NULL,11.48846003300961,NULL,1641024620
example_tag,NULL,NULL,12.970797149171915,1641024640
example_tag,11.24378453837946,14.475360350887916,NULL,1641024650
example_tag,13.439733473104026,12.773119416884,13.438440785599633,1641024660
example_tag,14.144145844493018,NULL,12.908337204351787,1641024670
example_tag,12.954017329381665,NULL,12.817910235304119,1641024680
example_tag,12.942222889245443,12.883394670038726,NULL,1641024690
example_tag,14.55411948684657,NULL,NULL,1641024700
example_tag,NULL,13.668988218965813,NULL,1641024720
example_tag,14.905303274045906,NULL,NULL,1641024730
example_tag,NULL,14.512735428708503,15.671903000269634,1641024740
example_tag,NULL,13.923068720540927,NULL,1641024750
example_tag,13.016443884812265,NULL,NULL,1641024760
example_tag,14.50621756015961,NULL,15.451817556094488,1641024770
example_tag,NULL,NULL,14.22702959211804,1641024780
example_tag,NULL,NULL,15.792812068321764,1641024790
example_tag,15.559868597867101,15.64381433100383,16.654583642426747,1641024800
example_tag,15.458050828177141,16.702711318861507,NULL,1641024810
example_tag,16.82057928499953,16.346513001003636,17.042667266471323,1641024820
example_tag,NULL,16.030870758650924,15.460585513904265,1641024840
example_tag,NULL,18.053511736250247,NULL,1641024850
example_tag,16.807461533462714,15.732418069456289,17.584660272681813,1641024860
example_tag,NULL,19.41763338204576,NULL,1641024870
example_tag,16.237125951750087,20.654758437241288,NULL,1641024890
example_tag,18.72288994424313,18.491310862628918,NULL,1641024900
example_tag,NULL,18.187933072863856,NULL,1641024940
example_tag,NULL,19.04809089749105,19.33966525424164,1641024950
example_tag,19.069270851411027,NULL,19.703450428745686,1641024960
example_tag,21.385246553234122,20.809005976185173,NULL,1641024970
example_tag,NULL,18.51900006172237,NULL,1641024990
example_tag,NULL,NULL,20.04443209609411,1641025000
example_tag,19.534799671686187,NULL,21.159605153946995,1641025010
example_tag,20.58237614486853,NULL,NULL,1641025020
