count_0_0_1,3040800,Decimal('33'),
count_0_0_3,0,Decimal('99'),
count_0_2_1,5201800,Decimal('101'),
count_0_2_3,2410500,Decimal('303'),
count_2_2_1,0,Decimal('303'),
count_2_2_3,0,Decimal('909'),
integral_0_0_1,12983600,50.28098190461111,
integral_0_0_3,933500,150.35980595868494,
integral_0_2_1,0,137206.52165494877,
integral_0_2_3,9009400,410500.09262320097,
integral_2_2_1,10515200,150035.24318942858,
integral_2_2_3,6512900,450148.27443273587,
mean_0_0_1,8439200,51.213175984992745,
mean_0_0_3,8896700,51.08962067256882,
mean_0_2_1,0,50.187964732897896,
mean_0_2_3,3004900,50.055512091677166,
mean_2_2_1,0,50.01185831059374,
mean_2_2_3,10886500,50.02020573132626,
median_0_0_1,7479900,56.17347123630284,
median_0_0_3,2016900,53.653781147278934,
median_0_2_1,10293500,49.067296978055005,
median_0_2_3,9369800,49.791636133350906,
median_2_2_1,7930900,49.92907121931702,
median_2_2_3,10119500,49.8705158636379,
spread_0_0_1,0,100.87291446738307,
spread_0_0_3,6145000,101.56242604464819,
spread_0_2_1,1525900,100.87291446738307,
spread_0_2_3,0,101.56242604464819,
spread_2_2_1,12345400,101.78578292323719,
spread_2_2_3,9006600,102.34889843315433,
stddev_0_0_1,0,33.15045250910356,
stddev_0_0_3,3100100,32.675363297477595,
stddev_0_2_1,3265900,29.373973811922813,
stddev_0_2_3,8541600,29.146723355124443,
stddev_2_2_1,7338500,29.196561560902833,
stddev_2_2_3,4250900,29.14768777366462,
sum_0_0_1,5330500,1690.0348075047607,
sum_0_0_3,2752000,5057.872446584313,
sum_0_2_1,7800800,5068.984438022688,
sum_0_2_3,0,15166.82016377818,
sum_2_2_1,7319100,15153.593068109903,
sum_2_2_3,9487900,45468.36700977557,
